experiment,method,metric,n,mean,stddev,min,p10,p25,p50,p75,p90,p95,p99,max
p1d_long_tail_noisy,solr,latency_ms,30,1.1148341000000002,0.23650457881597284,0.730043,0.8643622000000001,0.91793925,1.084654,1.30536575,1.4364457000000002,1.4669945,1.5836460500000002,1.630265
p1d_structural_exact_entity,commerce_native,latency_ms,30,0.017218300000000002,0.008897295401335211,0.005246000000000001,0.007753800000000001,0.01267325,0.0150785,0.01826,0.027915200000000005,0.029853249999999998,0.04355147000000002,0.049107000000000005
p1d_structural_exact_entity,tantivy_standalone,latency_ms,30,1.2198352666666668,3.061029778439252,0.06944499999999999,0.08804479999999999,0.106626,0.1815735,0.49195774999999997,1.8188553000000005,7.604867299999972,12.368128850000002,12.475352
p1d_structural_exact_entity,solr,latency_ms,30,1.4989270333333335,0.6206764514254052,0.806162,0.9853357,1.093173,1.3684310000000002,1.64976275,2.0656002000000004,2.7399069499999964,3.4198762400000002,3.474119
p1d_variant_scoped_structural,commerce_native,latency_ms,30,0.0147762,0.004932863632191052,0.004203,0.010247700000000002,0.011352250000000001,0.0139595,0.01812175,0.0211924,0.023417999999999994,0.02430624,0.024522
p1d_variant_scoped_structural,tantivy_standalone,latency_ms,30,1.2524377666666668,1.5954831050448746,0.13250299999999998,0.18218460000000003,0.246304,0.719467,0.96002825,3.8713265000000003,4.855328049999995,5.810458420000001,5.878348
p1d_variant_scoped_structural,solr,latency_ms,30,1.5589887666666669,0.2768203652912447,1.076202,1.2663391,1.3618545,1.552485,1.75959525,1.9114772,1.9893164999999997,2.1851862100000004,2.239547
p1d_range_plus_structural,commerce_native,latency_ms,30,30.273524733333332,1.2530758507697255,28.833866,29.2414396,29.621997500000003,29.873698,30.51965825,31.8982186,32.63129969999999,34.31545527,34.783236
p1d_range_plus_structural,tantivy_standalone,latency_ms,30,3.1259602333333336,0.676159722487973,2.216859,2.4337681,2.483407,3.099568,3.69885325,3.8078056,3.91762135,4.37803185,4.563584
p1d_range_plus_structural,solr,latency_ms,30,1.6596535333333333,0.3858980444295272,0.909384,1.0422557,1.3042142499999998,1.7968225,1.93347125,2.0578196,2.08974515,2.18623141,2.220066
p1d_structural_plus_lexical_residual,commerce_native,latency_ms,30,11.715474533333333,11.829495922342343,0.264322,0.4079044,3.5635975,7.244555,12.96291375,29.6005513,34.03147894999998,37.20824478,37.267468
p1d_structural_plus_lexical_residual,tantivy_standalone,latency_ms,30,16.58996706666667,14.289391454092973,2.076703,3.1804414000000003,4.35367225,13.146300499999999,27.95542325,34.7203594,43.216418999999966,49.09287138,49.203297
